scenario_name,lambda_execution,objective_name,method_name,method_family,strategy,metric_value,objective_rank
dataco_low,0.318,inventory_cost,Smoothed Alpha 0.25,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_25,4515961.102,14
dataco_low,0.318,inventory_cost,Best Stability,Baseline,best_stability_model,5263648.54,15
dataco_low,0.318,inventory_cost,Utility Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_utility_alpha,5373682.296,16
dataco_low,0.318,max_period_plan_change_pct,Utility Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_utility_alpha,0.095,1
dataco_low,0.318,max_period_plan_change_pct,Best Stability,Baseline,best_stability_model,0.184,2
dataco_low,0.318,max_period_plan_change_pct,Smoothed Alpha 0.25,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_25,0.226,3
dataco_low,0.318,max_period_plan_change_pct,Scenario Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_scenario_alpha,0.383,4
dataco_low,0.318,max_period_plan_change_pct,Smoothed Alpha 0.50,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_50,0.383,4
dataco_low,0.318,max_period_plan_change_pct,Smoothed Alpha 0.75,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_75,0.526,6
dataco_low,0.318,max_period_plan_change_pct,Stability-Aware,Baseline,stability_aware_selector,0.531,7
dataco_low,0.318,max_period_plan_change_pct,Simple Ensemble,ReferenceEnsemble,simple_ensemble,0.578,8
dataco_low,0.318,max_period_plan_change_pct,Feasibility-Aware,Baseline,feasibility_aware_selector,0.581,9
dataco_low,0.318,max_period_plan_change_pct,Operational Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_operational_loss,0.599,10
dataco_low,0.318,max_period_plan_change_pct,Constrained Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_constrained,0.616,11
dataco_low,0.318,max_period_plan_change_pct,Accuracy Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_accuracy,0.632,12
dataco_low,0.318,max_period_plan_change_pct,Best Inventory,Baseline,best_inventory_cost_model,0.764,13
dataco_low,0.318,max_period_plan_change_pct,Family Best,Baseline,family_best_model,0.764,13
dataco_low,0.318,max_period_plan_change_pct,Global Best,Baseline,global_best_model,0.764,13
dataco_low,0.318,max_period_plan_change_pct,Oracle,Oracle,oracle_realized_demand,1.351,16
dataco_low,0.318,model_switch_count,Accuracy Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_accuracy,0.0,1
dataco_low,0.318,model_switch_count,Best Inventory,Baseline,best_inventory_cost_model,0.0,1
dataco_low,0.318,model_switch_count,Best Stability,Baseline,best_stability_model,0.0,1
dataco_low,0.318,model_switch_count,Constrained Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_constrained,0.0,1
dataco_low,0.318,model_switch_count,Family Best,Baseline,family_best_model,0.0,1
dataco_low,0.318,model_switch_count,Global Best,Baseline,global_best_model,0.0,1
dataco_low,0.318,model_switch_count,Operational Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_operational_loss,0.0,1
dataco_low,0.318,model_switch_count,Oracle,Oracle,oracle_realized_demand,0.0,1
dataco_low,0.318,model_switch_count,Simple Ensemble,ReferenceEnsemble,simple_ensemble,0.0,1
dataco_low,0.318,model_switch_count,Utility Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_utility_alpha,0.0,1
dataco_low,0.318,model_switch_count,Smoothed Alpha 0.25,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_25,9.0,11
dataco_low,0.318,model_switch_count,Scenario Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_scenario_alpha,161.0,12
dataco_low,0.318,model_switch_count,Smoothed Alpha 0.50,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_50,161.0,12
dataco_low,0.318,model_switch_count,Stability-Aware,Baseline,stability_aware_selector,213.0,14
dataco_low,0.318,model_switch_count,Smoothed Alpha 0.75,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_75,440.0,15
dataco_low,0.318,model_switch_count,Feasibility-Aware,Baseline,feasibility_aware_selector,781.0,16
dataco_low,0.318,normalized_total_loss,Simple Ensemble,ReferenceEnsemble,simple_ensemble,1.457,1
dataco_low,0.318,normalized_total_loss,Operational Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_operational_loss,1.47,2
dataco_low,0.318,normalized_total_loss,Constrained Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_constrained,1.486,3
dataco_low,0.318,normalized_total_loss,Accuracy Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_accuracy,1.504,4
dataco_low,0.318,normalized_total_loss,Oracle,Oracle,oracle_realized_demand,1.526,5
dataco_low,0.318,normalized_total_loss,Smoothed Alpha 0.25,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_25,1.655,6
dataco_low,0.318,normalized_total_loss,Best Stability,Baseline,best_stability_model,1.766,7
dataco_low,0.318,normalized_total_loss,Best Inventory,Baseline,best_inventory_cost_model,1.818,8
dataco_low,0.318,normalized_total_loss,Global Best,Baseline,global_best_model,1.818,8
dataco_low,0.318,normalized_total_loss,Family Best,Baseline,family_best_model,1.826,10
dataco_low,0.318,normalized_total_loss,Utility Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_utility_alpha,1.836,11
dataco_low,0.318,normalized_total_loss,Scenario Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_scenario_alpha,1.908,12
dataco_low,0.318,normalized_total_loss,Smoothed Alpha 0.50,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_50,1.908,12
dataco_low,0.318,normalized_total_loss,Stability-Aware,Baseline,stability_aware_selector,2.347,14
dataco_low,0.318,normalized_total_loss,Smoothed Alpha 0.75,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_75,2.702,15
dataco_low,0.318,normalized_total_loss,Feasibility-Aware,Baseline,feasibility_aware_selector,3.861,16
dataco_low,0.318,planning_volatility,Best Stability,Baseline,best_stability_model,14.814,1
dataco_low,0.318,planning_volatility,Utility Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_utility_alpha,42.201,2
dataco_low,0.318,planning_volatility,Smoothed Alpha 0.25,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_25,109.008,3
dataco_low,0.318,planning_volatility,Scenario Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_scenario_alpha,222.306,4
dataco_low,0.318,planning_volatility,Smoothed Alpha 0.50,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_50,222.306,4
dataco_low,0.318,planning_volatility,Simple Ensemble,ReferenceEnsemble,simple_ensemble,246.143,6
dataco_low,0.318,planning_volatility,Operational Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_operational_loss,281.708,7
dataco_low,0.318,planning_volatility,Constrained Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_constrained,292.61,8
dataco_low,0.318,planning_volatility,Accuracy Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_accuracy,303.581,9
dataco_low,0.318,planning_volatility,Smoothed Alpha 0.75,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_75,313.93,10
dataco_low,0.318,planning_volatility,Feasibility-Aware,Baseline,feasibility_aware_selector,364.328,11
dataco_low,0.318,planning_volatility,Stability-Aware,Baseline,stability_aware_selector,384.274,12
dataco_low,0.318,planning_volatility,Family Best,Baseline,family_best_model,411.535,13
dataco_low,0.318,planning_volatility,Best Inventory,Baseline,best_inventory_cost_model,414.964,14
dataco_low,0.318,planning_volatility,Global Best,Baseline,global_best_model,414.964,14
dataco_low,0.318,planning_volatility,Oracle,Oracle,oracle_realized_demand,487.867,16
dataco_median,0.326,WAPE,Oracle,Oracle,oracle_realized_demand,0.0,1
dataco_median,0.326,WAPE,Scenario Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_scenario_alpha,0.108,2
dataco_median,0.326,WAPE,Smoothed Alpha 0.50,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_50,0.108,2
dataco_median,0.326,WAPE,Utility Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_utility_alpha,0.109,4
dataco_median,0.326,WAPE,Smoothed Alpha 0.75,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_75,0.109,5
dataco_median,0.326,WAPE,Best Inventory,Baseline,best_inventory_cost_model,0.109,6
dataco_median,0.326,WAPE,Global Best,Baseline,global_best_model,0.109,6
dataco_median,0.326,WAPE,Smoothed Alpha 0.25,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_25,0.109,8
dataco_median,0.326,WAPE,Family Best,Baseline,family_best_model,0.11,9
dataco_median,0.326,WAPE,Stability-Aware,Baseline,stability_aware_selector,0.113,10
dataco_median,0.326,WAPE,Feasibility-Aware,Baseline,feasibility_aware_selector,0.116,11
dataco_median,0.326,WAPE,Accuracy Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_accuracy,0.117,12
dataco_median,0.326,WAPE,Constrained Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_constrained,0.119,13
dataco_median,0.326,WAPE,Operational Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_operational_loss,0.12,14
dataco_median,0.326,WAPE,Simple Ensemble,ReferenceEnsemble,simple_ensemble,0.129,15
dataco_median,0.326,WAPE,Best Stability,Baseline,best_stability_model,0.188,16
dataco_median,0.326,execution_penalty,Best Stability,Baseline,best_stability_model,0.0,1
dataco_median,0.326,execution_penalty,Utility Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_utility_alpha,0.0,1
dataco_median,0.326,execution_penalty,Smoothed Alpha 0.25,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_25,102.215,3
dataco_median,0.326,execution_penalty,Scenario Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_scenario_alpha,22325.997,4
dataco_median,0.326,execution_penalty,Smoothed Alpha 0.50,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_50,22325.997,4
dataco_median,0.326,execution_penalty,Simple Ensemble,ReferenceEnsemble,simple_ensemble,47421.135,6
dataco_median,0.326,execution_penalty,Operational Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_operational_loss,103964.356,7
dataco_median,0.326,execution_penalty,Constrained Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_constrained,115477.821,8
dataco_median,0.326,execution_penalty,Accuracy Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_accuracy,154524.33,9
dataco_median,0.326,execution_penalty,Smoothed Alpha 0.75,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_75,163019.775,10
dataco_median,0.326,execution_penalty,Feasibility-Aware,Baseline,feasibility_aware_selector,365116.914,11
dataco_median,0.326,execution_penalty,Stability-Aware,Baseline,stability_aware_selector,402775.817,12
dataco_median,0.326,execution_penalty,Family Best,Baseline,family_best_model,537406.724,13
dataco_median,0.326,execution_penalty,Best Inventory,Baseline,best_inventory_cost_model,546133.345,14
dataco_median,0.326,execution_penalty,Global Best,Baseline,global_best_model,546133.345,14
dataco_median,0.326,execution_penalty,Oracle,Oracle,oracle_realized_demand,680523.022,16
dataco_median,0.326,execution_violation_rate,Best Stability,Baseline,best_stability_model,0.0,1
dataco_median,0.326,execution_violation_rate,Utility Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_utility_alpha,0.0,1
dataco_median,0.326,execution_violation_rate,Smoothed Alpha 0.25,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_25,0.001,3
dataco_median,0.326,execution_violation_rate,Scenario Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_scenario_alpha,0.042,4
dataco_median,0.326,execution_violation_rate,Smoothed Alpha 0.50,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_50,0.042,4
dataco_median,0.326,execution_violation_rate,Simple Ensemble,ReferenceEnsemble,simple_ensemble,0.066,6
dataco_median,0.326,execution_violation_rate,Operational Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_operational_loss,0.122,7
dataco_median,0.326,execution_violation_rate,Constrained Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_constrained,0.131,8
dataco_median,0.326,execution_violation_rate,Accuracy Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_accuracy,0.16,9
dataco_median,0.326,execution_violation_rate,Smoothed Alpha 0.75,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_75,0.16,10
dataco_median,0.326,execution_violation_rate,Feasibility-Aware,Baseline,feasibility_aware_selector,0.232,11
dataco_median,0.326,execution_violation_rate,Stability-Aware,Baseline,stability_aware_selector,0.258,12
dataco_median,0.326,execution_violation_rate,Family Best,Baseline,family_best_model,0.279,13
dataco_median,0.326,execution_violation_rate,Best Inventory,Baseline,best_inventory_cost_model,0.284,14
dataco_median,0.326,execution_violation_rate,Global Best,Baseline,global_best_model,0.284,14
dataco_median,0.326,execution_violation_rate,Oracle,Oracle,oracle_realized_demand,0.345,16
dataco_median,0.326,gap_to_oracle,Simple Ensemble,ReferenceEnsemble,simple_ensemble,-0.078,1
dataco_median,0.326,gap_to_oracle,Operational Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_operational_loss,-0.065,2
dataco_median,0.326,gap_to_oracle,Constrained Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_constrained,-0.058,3
dataco_median,0.326,gap_to_oracle,Accuracy Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_accuracy,-0.03,4
dataco_median,0.326,gap_to_oracle,Oracle,Oracle,oracle_realized_demand,0.0,5
dataco_median,0.326,gap_to_oracle,Smoothed Alpha 0.25,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_25,0.119,6
dataco_median,0.326,gap_to_oracle,Best Stability,Baseline,best_stability_model,0.229,7
dataco_median,0.326,gap_to_oracle,Best Inventory,Baseline,best_inventory_cost_model,0.289,8
dataco_median,0.326,gap_to_oracle,Global Best,Baseline,global_best_model,0.289,8
dataco_median,0.326,gap_to_oracle,Family Best,Baseline,family_best_model,0.298,10
dataco_median,0.326,gap_to_oracle,Utility Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_utility_alpha,0.299,11
dataco_median,0.326,gap_to_oracle,Scenario Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_scenario_alpha,0.372,12
dataco_median,0.326,gap_to_oracle,Smoothed Alpha 0.50,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_50,0.372,12
dataco_median,0.326,gap_to_oracle,Stability-Aware,Baseline,stability_aware_selector,0.816,14
dataco_median,0.326,gap_to_oracle,Smoothed Alpha 0.75,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_75,1.168,15
dataco_median,0.326,gap_to_oracle,Feasibility-Aware,Baseline,feasibility_aware_selector,2.33,16
dataco_median,0.326,inventory_cost,Oracle,Oracle,oracle_realized_demand,1633182.571,1
dataco_median,0.326,inventory_cost,Best Inventory,Baseline,best_inventory_cost_model,3010924.926,2
dataco_median,0.326,inventory_cost,Global Best,Baseline,global_best_model,3010924.926,2
dataco_median,0.326,inventory_cost,Family Best,Baseline,family_best_model,3064462.341,4
dataco_median,0.326,inventory_cost,Accuracy Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_accuracy,3157861.074,5
dataco_median,0.326,inventory_cost,Smoothed Alpha 0.75,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_75,3170260.445,6
dataco_median,0.326,inventory_cost,Constrained Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_constrained,3203938.857,7
dataco_median,0.326,inventory_cost,Operational Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_operational_loss,3221611.944,8
dataco_median,0.326,inventory_cost,Stability-Aware,Baseline,stability_aware_selector,3251369.903,9
dataco_median,0.326,inventory_cost,Feasibility-Aware,Baseline,feasibility_aware_selector,3375551.068,10
dataco_median,0.326,inventory_cost,Simple Ensemble,ReferenceEnsemble,simple_ensemble,3412038.615,11
dataco_median,0.326,inventory_cost,Scenario Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_scenario_alpha,3603649.042,12
dataco_median,0.326,inventory_cost,Smoothed Alpha 0.50,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_50,3603649.042,12
dataco_median,0.326,inventory_cost,Smoothed Alpha 0.25,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_25,4515961.102,14
dataco_median,0.326,inventory_cost,Best Stability,Baseline,best_stability_model,5263648.54,15
dataco_median,0.326,inventory_cost,Utility Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_utility_alpha,5373682.296,16
dataco_median,0.326,max_period_plan_change_pct,Utility Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_utility_alpha,0.095,1
dataco_median,0.326,max_period_plan_change_pct,Best Stability,Baseline,best_stability_model,0.184,2
dataco_median,0.326,max_period_plan_change_pct,Smoothed Alpha 0.25,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_25,0.226,3
dataco_median,0.326,max_period_plan_change_pct,Scenario Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_scenario_alpha,0.383,4
dataco_median,0.326,max_period_plan_change_pct,Smoothed Alpha 0.50,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_50,0.383,4
dataco_median,0.326,max_period_plan_change_pct,Smoothed Alpha 0.75,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_75,0.526,6
dataco_median,0.326,max_period_plan_change_pct,Stability-Aware,Baseline,stability_aware_selector,0.531,7
dataco_median,0.326,max_period_plan_change_pct,Simple Ensemble,ReferenceEnsemble,simple_ensemble,0.578,8
dataco_median,0.326,max_period_plan_change_pct,Feasibility-Aware,Baseline,feasibility_aware_selector,0.581,9
dataco_median,0.326,max_period_plan_change_pct,Operational Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_operational_loss,0.599,10
dataco_median,0.326,max_period_plan_change_pct,Constrained Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_constrained,0.607,11
dataco_median,0.326,max_period_plan_change_pct,Accuracy Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_accuracy,0.632,12
dataco_median,0.326,max_period_plan_change_pct,Best Inventory,Baseline,best_inventory_cost_model,0.764,13
dataco_median,0.326,max_period_plan_change_pct,Family Best,Baseline,family_best_model,0.764,13
dataco_median,0.326,max_period_plan_change_pct,Global Best,Baseline,global_best_model,0.764,13
dataco_median,0.326,max_period_plan_change_pct,Oracle,Oracle,oracle_realized_demand,1.351,16
dataco_median,0.326,model_switch_count,Accuracy Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_accuracy,0.0,1
dataco_median,0.326,model_switch_count,Best Inventory,Baseline,best_inventory_cost_model,0.0,1
dataco_median,0.326,model_switch_count,Best Stability,Baseline,best_stability_model,0.0,1
dataco_median,0.326,model_switch_count,Constrained Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_constrained,0.0,1
dataco_median,0.326,model_switch_count,Family Best,Baseline,family_best_model,0.0,1
dataco_median,0.326,model_switch_count,Global Best,Baseline,global_best_model,0.0,1
dataco_median,0.326,model_switch_count,Operational Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_operational_loss,0.0,1
dataco_median,0.326,model_switch_count,Oracle,Oracle,oracle_realized_demand,0.0,1
dataco_median,0.326,model_switch_count,Simple Ensemble,ReferenceEnsemble,simple_ensemble,0.0,1
dataco_median,0.326,model_switch_count,Utility Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_utility_alpha,0.0,1
dataco_median,0.326,model_switch_count,Smoothed Alpha 0.25,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_25,9.0,11
dataco_median,0.326,model_switch_count,Scenario Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_scenario_alpha,161.0,12
dataco_median,0.326,model_switch_count,Smoothed Alpha 0.50,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_50,161.0,12
