scenario_name,lambda_execution,objective_name,method_name,method_family,strategy,metric_value,objective_rank
dataco_median,0.326,model_switch_count,Stability-Aware,Baseline,stability_aware_selector,213.0,14
dataco_median,0.326,model_switch_count,Smoothed Alpha 0.75,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_75,440.0,15
dataco_median,0.326,model_switch_count,Feasibility-Aware,Baseline,feasibility_aware_selector,781.0,16
dataco_median,0.326,normalized_total_loss,Simple Ensemble,ReferenceEnsemble,simple_ensemble,1.458,1
dataco_median,0.326,normalized_total_loss,Operational Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_operational_loss,1.471,2
dataco_median,0.326,normalized_total_loss,Constrained Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_constrained,1.479,3
dataco_median,0.326,normalized_total_loss,Accuracy Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_accuracy,1.507,4
dataco_median,0.326,normalized_total_loss,Oracle,Oracle,oracle_realized_demand,1.537,5
dataco_median,0.326,normalized_total_loss,Smoothed Alpha 0.25,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_25,1.655,6
dataco_median,0.326,normalized_total_loss,Best Stability,Baseline,best_stability_model,1.766,7
dataco_median,0.326,normalized_total_loss,Best Inventory,Baseline,best_inventory_cost_model,1.826,8
dataco_median,0.326,normalized_total_loss,Global Best,Baseline,global_best_model,1.826,8
dataco_median,0.326,normalized_total_loss,Family Best,Baseline,family_best_model,1.835,10
dataco_median,0.326,normalized_total_loss,Utility Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_utility_alpha,1.836,11
dataco_median,0.326,normalized_total_loss,Scenario Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_scenario_alpha,1.909,12
dataco_median,0.326,normalized_total_loss,Smoothed Alpha 0.50,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_50,1.909,12
dataco_median,0.326,normalized_total_loss,Stability-Aware,Baseline,stability_aware_selector,2.353,14
dataco_median,0.326,normalized_total_loss,Smoothed Alpha 0.75,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_75,2.705,15
dataco_median,0.326,normalized_total_loss,Feasibility-Aware,Baseline,feasibility_aware_selector,3.866,16
dataco_median,0.326,planning_volatility,Best Stability,Baseline,best_stability_model,14.814,1
dataco_median,0.326,planning_volatility,Utility Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_utility_alpha,42.201,2
dataco_median,0.326,planning_volatility,Smoothed Alpha 0.25,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_25,109.008,3
dataco_median,0.326,planning_volatility,Scenario Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_scenario_alpha,222.306,4
dataco_median,0.326,planning_volatility,Smoothed Alpha 0.50,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_50,222.306,4
dataco_median,0.326,planning_volatility,Simple Ensemble,ReferenceEnsemble,simple_ensemble,246.143,6
dataco_median,0.326,planning_volatility,Operational Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_operational_loss,281.493,7
dataco_median,0.326,planning_volatility,Constrained Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_constrained,286.989,8
dataco_median,0.326,planning_volatility,Accuracy Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_accuracy,303.581,9
dataco_median,0.326,planning_volatility,Smoothed Alpha 0.75,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_75,313.93,10
dataco_median,0.326,planning_volatility,Feasibility-Aware,Baseline,feasibility_aware_selector,364.328,11
dataco_median,0.326,planning_volatility,Stability-Aware,Baseline,stability_aware_selector,384.274,12
dataco_median,0.326,planning_volatility,Family Best,Baseline,family_best_model,411.535,13
dataco_median,0.326,planning_volatility,Best Inventory,Baseline,best_inventory_cost_model,414.964,14
dataco_median,0.326,planning_volatility,Global Best,Baseline,global_best_model,414.964,14
dataco_median,0.326,planning_volatility,Oracle,Oracle,oracle_realized_demand,487.867,16
dataco_severe,0.5,WAPE,Oracle,Oracle,oracle_realized_demand,0.0,1
dataco_severe,0.5,WAPE,Smoothed Alpha 0.50,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_50,0.108,2
dataco_severe,0.5,WAPE,Scenario Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_scenario_alpha,0.109,3
dataco_severe,0.5,WAPE,Utility Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_utility_alpha,0.109,3
dataco_severe,0.5,WAPE,Best Inventory,Baseline,best_inventory_cost_model,0.109,5
dataco_severe,0.5,WAPE,Global Best,Baseline,global_best_model,0.109,5
dataco_severe,0.5,WAPE,Smoothed Alpha 0.25,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_25,0.109,7
dataco_severe,0.5,WAPE,Smoothed Alpha 0.75,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_75,0.109,8
dataco_severe,0.5,WAPE,Family Best,Baseline,family_best_model,0.11,9
dataco_severe,0.5,WAPE,Stability-Aware,Baseline,stability_aware_selector,0.113,10
dataco_severe,0.5,WAPE,Feasibility-Aware,Baseline,feasibility_aware_selector,0.116,11
dataco_severe,0.5,WAPE,Accuracy Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_accuracy,0.117,12
dataco_severe,0.5,WAPE,Constrained Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_constrained,0.121,13
dataco_severe,0.5,WAPE,Operational Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_operational_loss,0.121,13
dataco_severe,0.5,WAPE,Simple Ensemble,ReferenceEnsemble,simple_ensemble,0.129,15
dataco_severe,0.5,WAPE,Best Stability,Baseline,best_stability_model,0.188,16
dataco_severe,0.5,execution_penalty,Best Stability,Baseline,best_stability_model,0.0,1
dataco_severe,0.5,execution_penalty,Scenario Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_scenario_alpha,0.0,1
dataco_severe,0.5,execution_penalty,Utility Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_utility_alpha,0.0,1
dataco_severe,0.5,execution_penalty,Smoothed Alpha 0.25,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_25,64.922,4
dataco_severe,0.5,execution_penalty,Smoothed Alpha 0.50,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_50,22020.98,5
dataco_severe,0.5,execution_penalty,Simple Ensemble,ReferenceEnsemble,simple_ensemble,47421.135,6
dataco_severe,0.5,execution_penalty,Constrained Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_constrained,95796.86,7
dataco_severe,0.5,execution_penalty,Operational Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_operational_loss,95796.86,7
dataco_severe,0.5,execution_penalty,Accuracy Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_accuracy,154524.33,9
dataco_severe,0.5,execution_penalty,Smoothed Alpha 0.75,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_75,157587.663,10
dataco_severe,0.5,execution_penalty,Feasibility-Aware,Baseline,feasibility_aware_selector,365116.914,11
dataco_severe,0.5,execution_penalty,Stability-Aware,Baseline,stability_aware_selector,402775.817,12
dataco_severe,0.5,execution_penalty,Family Best,Baseline,family_best_model,537406.724,13
dataco_severe,0.5,execution_penalty,Best Inventory,Baseline,best_inventory_cost_model,546133.345,14
dataco_severe,0.5,execution_penalty,Global Best,Baseline,global_best_model,546133.345,14
dataco_severe,0.5,execution_penalty,Oracle,Oracle,oracle_realized_demand,680523.022,16
dataco_severe,0.5,execution_violation_rate,Best Stability,Baseline,best_stability_model,0.0,1
dataco_severe,0.5,execution_violation_rate,Scenario Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_scenario_alpha,0.0,1
dataco_severe,0.5,execution_violation_rate,Utility Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_utility_alpha,0.0,1
dataco_severe,0.5,execution_violation_rate,Smoothed Alpha 0.25,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_25,0.001,4
dataco_severe,0.5,execution_violation_rate,Smoothed Alpha 0.50,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_50,0.041,5
dataco_severe,0.5,execution_violation_rate,Simple Ensemble,ReferenceEnsemble,simple_ensemble,0.066,6
dataco_severe,0.5,execution_violation_rate,Constrained Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_constrained,0.116,7
dataco_severe,0.5,execution_violation_rate,Operational Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_operational_loss,0.116,7
dataco_severe,0.5,execution_violation_rate,Smoothed Alpha 0.75,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_75,0.159,9
dataco_severe,0.5,execution_violation_rate,Accuracy Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_accuracy,0.16,10
dataco_severe,0.5,execution_violation_rate,Feasibility-Aware,Baseline,feasibility_aware_selector,0.232,11
dataco_severe,0.5,execution_violation_rate,Stability-Aware,Baseline,stability_aware_selector,0.258,12
dataco_severe,0.5,execution_violation_rate,Family Best,Baseline,family_best_model,0.279,13
dataco_severe,0.5,execution_violation_rate,Best Inventory,Baseline,best_inventory_cost_model,0.284,14
dataco_severe,0.5,execution_violation_rate,Global Best,Baseline,global_best_model,0.284,14
dataco_severe,0.5,execution_violation_rate,Oracle,Oracle,oracle_realized_demand,0.345,16
dataco_severe,0.5,gap_to_oracle,Simple Ensemble,ReferenceEnsemble,simple_ensemble,-0.28,1
dataco_severe,0.5,gap_to_oracle,Constrained Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_constrained,-0.258,2
dataco_severe,0.5,gap_to_oracle,Operational Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_operational_loss,-0.258,2
dataco_severe,0.5,gap_to_oracle,Accuracy Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_accuracy,-0.198,4
dataco_severe,0.5,gap_to_oracle,Smoothed Alpha 0.25,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_25,-0.099,5
dataco_severe,0.5,gap_to_oracle,Oracle,Oracle,oracle_realized_demand,0.0,6
dataco_severe,0.5,gap_to_oracle,Best Stability,Baseline,best_stability_model,0.012,7
dataco_severe,0.5,gap_to_oracle,Scenario Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_scenario_alpha,0.082,8
dataco_severe,0.5,gap_to_oracle,Utility Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_utility_alpha,0.082,8
dataco_severe,0.5,gap_to_oracle,Smoothed Alpha 0.50,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_50,0.136,10
dataco_severe,0.5,gap_to_oracle,Best Inventory,Baseline,best_inventory_cost_model,0.247,11
dataco_severe,0.5,gap_to_oracle,Global Best,Baseline,global_best_model,0.247,11
dataco_severe,0.5,gap_to_oracle,Family Best,Baseline,family_best_model,0.252,13
dataco_severe,0.5,gap_to_oracle,Stability-Aware,Baseline,stability_aware_selector,0.658,14
dataco_severe,0.5,gap_to_oracle,Smoothed Alpha 0.75,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_75,0.961,15
dataco_severe,0.5,gap_to_oracle,Feasibility-Aware,Baseline,feasibility_aware_selector,1.974,16
dataco_severe,0.5,inventory_cost,Oracle,Oracle,oracle_realized_demand,1633182.571,1
dataco_severe,0.5,inventory_cost,Best Inventory,Baseline,best_inventory_cost_model,3010924.926,2
dataco_severe,0.5,inventory_cost,Global Best,Baseline,global_best_model,3010924.926,2
dataco_severe,0.5,inventory_cost,Family Best,Baseline,family_best_model,3064462.341,4
dataco_severe,0.5,inventory_cost,Accuracy Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_accuracy,3157861.074,5
dataco_severe,0.5,inventory_cost,Smoothed Alpha 0.75,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_75,3198150.792,6
dataco_severe,0.5,inventory_cost,Constrained Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_constrained,3234958.609,7
dataco_severe,0.5,inventory_cost,Operational Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_operational_loss,3234958.609,7
dataco_severe,0.5,inventory_cost,Stability-Aware,Baseline,stability_aware_selector,3251369.903,9
dataco_severe,0.5,inventory_cost,Feasibility-Aware,Baseline,feasibility_aware_selector,3375551.068,10
dataco_severe,0.5,inventory_cost,Simple Ensemble,ReferenceEnsemble,simple_ensemble,3412038.615,11
dataco_severe,0.5,inventory_cost,Smoothed Alpha 0.50,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_50,3606976.56,12
dataco_severe,0.5,inventory_cost,Smoothed Alpha 0.25,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_25,4516026.042,13
dataco_severe,0.5,inventory_cost,Best Stability,Baseline,best_stability_model,5263648.54,14
dataco_severe,0.5,inventory_cost,Scenario Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_scenario_alpha,5373682.296,15
dataco_severe,0.5,inventory_cost,Utility Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_utility_alpha,5373682.296,15
dataco_severe,0.5,max_period_plan_change_pct,Scenario Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_scenario_alpha,0.095,1
dataco_severe,0.5,max_period_plan_change_pct,Utility Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_utility_alpha,0.095,1
dataco_severe,0.5,max_period_plan_change_pct,Best Stability,Baseline,best_stability_model,0.184,3
dataco_severe,0.5,max_period_plan_change_pct,Smoothed Alpha 0.25,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_25,0.21,4
dataco_severe,0.5,max_period_plan_change_pct,Smoothed Alpha 0.50,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_50,0.383,5
dataco_severe,0.5,max_period_plan_change_pct,Smoothed Alpha 0.75,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_75,0.526,6
dataco_severe,0.5,max_period_plan_change_pct,Stability-Aware,Baseline,stability_aware_selector,0.531,7
dataco_severe,0.5,max_period_plan_change_pct,Simple Ensemble,ReferenceEnsemble,simple_ensemble,0.578,8
dataco_severe,0.5,max_period_plan_change_pct,Feasibility-Aware,Baseline,feasibility_aware_selector,0.581,9
dataco_severe,0.5,max_period_plan_change_pct,Constrained Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_constrained,0.589,10
dataco_severe,0.5,max_period_plan_change_pct,Operational Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_operational_loss,0.589,10
dataco_severe,0.5,max_period_plan_change_pct,Accuracy Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_accuracy,0.632,12
dataco_severe,0.5,max_period_plan_change_pct,Best Inventory,Baseline,best_inventory_cost_model,0.764,13
dataco_severe,0.5,max_period_plan_change_pct,Family Best,Baseline,family_best_model,0.764,13
dataco_severe,0.5,max_period_plan_change_pct,Global Best,Baseline,global_best_model,0.764,13
dataco_severe,0.5,max_period_plan_change_pct,Oracle,Oracle,oracle_realized_demand,1.351,16
dataco_severe,0.5,model_switch_count,Accuracy Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_accuracy,0.0,1
dataco_severe,0.5,model_switch_count,Best Inventory,Baseline,best_inventory_cost_model,0.0,1
dataco_severe,0.5,model_switch_count,Best Stability,Baseline,best_stability_model,0.0,1
dataco_severe,0.5,model_switch_count,Constrained Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_constrained,0.0,1
dataco_severe,0.5,model_switch_count,Family Best,Baseline,family_best_model,0.0,1
dataco_severe,0.5,model_switch_count,Global Best,Baseline,global_best_model,0.0,1
dataco_severe,0.5,model_switch_count,Operational Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_operational_loss,0.0,1
dataco_severe,0.5,model_switch_count,Oracle,Oracle,oracle_realized_demand,0.0,1
dataco_severe,0.5,model_switch_count,Scenario Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_scenario_alpha,0.0,1
dataco_severe,0.5,model_switch_count,Simple Ensemble,ReferenceEnsemble,simple_ensemble,0.0,1
dataco_severe,0.5,model_switch_count,Utility Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_utility_alpha,0.0,1
dataco_severe,0.5,model_switch_count,Smoothed Alpha 0.25,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_25,10.0,12
dataco_severe,0.5,model_switch_count,Smoothed Alpha 0.50,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_50,172.0,13
dataco_severe,0.5,model_switch_count,Stability-Aware,Baseline,stability_aware_selector,213.0,14
dataco_severe,0.5,model_switch_count,Smoothed Alpha 0.75,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_75,482.0,15
dataco_severe,0.5,model_switch_count,Feasibility-Aware,Baseline,feasibility_aware_selector,781.0,16
dataco_severe,0.5,normalized_total_loss,Simple Ensemble,ReferenceEnsemble,simple_ensemble,1.473,1
dataco_severe,0.5,normalized_total_loss,Constrained Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_constrained,1.496,2
dataco_severe,0.5,normalized_total_loss,Operational Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_operational_loss,1.496,2
dataco_severe,0.5,normalized_total_loss,Accuracy Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_accuracy,1.556,4
dataco_severe,0.5,normalized_total_loss,Smoothed Alpha 0.25,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_25,1.655,5
dataco_severe,0.5,normalized_total_loss,Oracle,Oracle,oracle_realized_demand,1.754,6
dataco_severe,0.5,normalized_total_loss,Best Stability,Baseline,best_stability_model,1.766,7
dataco_severe,0.5,normalized_total_loss,Scenario Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_scenario_alpha,1.836,8
dataco_severe,0.5,normalized_total_loss,Utility Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_utility_alpha,1.836,8
dataco_severe,0.5,normalized_total_loss,Smoothed Alpha 0.50,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_50,1.89,10
dataco_severe,0.5,normalized_total_loss,Best Inventory,Baseline,best_inventory_cost_model,2.0,11
dataco_severe,0.5,normalized_total_loss,Global Best,Baseline,global_best_model,2.0,11
dataco_severe,0.5,normalized_total_loss,Family Best,Baseline,family_best_model,2.006,13
dataco_severe,0.5,normalized_total_loss,Stability-Aware,Baseline,stability_aware_selector,2.412,14
dataco_severe,0.5,normalized_total_loss,Smoothed Alpha 0.75,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_75,2.714,15
dataco_severe,0.5,normalized_total_loss,Feasibility-Aware,Baseline,feasibility_aware_selector,3.728,16
dataco_severe,0.5,planning_volatility,Best Stability,Baseline,best_stability_model,14.814,1
dataco_severe,0.5,planning_volatility,Scenario Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_scenario_alpha,42.201,2
dataco_severe,0.5,planning_volatility,Utility Alpha,FeasibilityAwareSmoothed,feasibility_aware_smoothed_utility_alpha,42.201,2
dataco_severe,0.5,planning_volatility,Smoothed Alpha 0.25,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_25,108.979,4
dataco_severe,0.5,planning_volatility,Smoothed Alpha 0.50,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_50,222.117,5
dataco_severe,0.5,planning_volatility,Simple Ensemble,ReferenceEnsemble,simple_ensemble,246.143,6
dataco_severe,0.5,planning_volatility,Constrained Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_constrained,277.183,7
dataco_severe,0.5,planning_volatility,Operational Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_operational_loss,277.183,7
dataco_severe,0.5,planning_volatility,Accuracy Ensemble,FeasibilityAwareEnsemble,feasibility_aware_ensemble_inverse_accuracy,303.581,9
dataco_severe,0.5,planning_volatility,Smoothed Alpha 0.75,FeasibilityAwareSmoothed,feasibility_aware_smoothed_alpha_0_75,312.326,10
dataco_severe,0.5,planning_volatility,Feasibility-Aware,Baseline,feasibility_aware_selector,364.328,11
dataco_severe,0.5,planning_volatility,Stability-Aware,Baseline,stability_aware_selector,384.274,12
dataco_severe,0.5,planning_volatility,Family Best,Baseline,family_best_model,411.535,13
dataco_severe,0.5,planning_volatility,Best Inventory,Baseline,best_inventory_cost_model,414.964,14
dataco_severe,0.5,planning_volatility,Global Best,Baseline,global_best_model,414.964,14
dataco_severe,0.5,planning_volatility,Oracle,Oracle,oracle_realized_demand,487.867,16
